Price,Close,High,Low,Open,Volume
Ticker,GUNKUL.BK,GUNKUL.BK,GUNKUL.BK,GUNKUL.BK,GUNKUL.BK
Date,,,,,
2022-01-04,5.252367973327637,5.342151957086677,5.0728000058095555,5.117691783627173,242819900
2022-01-07,5.162583351135254,5.207475551525061,4.938123205433721,5.162583351135254,172732600
2022-01-10,5.0727996826171875,5.207475863737318,5.0727996826171875,5.207475863737318,60362800
2022-01-11,5.117691516876221,5.2074759240792075,5.07279974139851,5.117691516876221,42961600
2022-01-12,5.162583351135254,5.207475551525061,5.117691150745446,5.162583351135254,59140100
2022-01-13,5.342152118682861,5.38704432598224,5.117691938433601,5.16258414573298,142242100
2022-01-14,5.162583351135254,5.431935697226594,5.117691150745446,5.387043496836787,243529800
2022-01-17,5.5217204093933105,5.566612187671614,5.16258404254783,5.16258404254783,391393400
2022-01-18,6.01553201675415,6.195100398643448,5.521719929837069,5.566611704216564,674850400
2022-01-19,6.01553201675415,6.284884375526211,5.880856265491892,6.01553201675415,345098200
2022-01-20,6.150208950042725,6.239992937931353,6.015532754147868,6.150208950042725,222481500
2022-01-21,6.195100784301758,6.195100784301758,5.791072220992022,6.0604245965318455,270957500
2022-01-24,6.150208950042725,6.419561341832436,6.105317170160322,6.195101158048951,257382600
2022-01-25,6.060424327850342,6.239992284833433,5.9706403493587965,6.01553212454268,201348300
2022-01-26,6.105317115783691,6.239992882355241,6.0604249081772945,6.150208895266268,127707300
2022-01-27,6.060424327850342,6.105316531158005,5.835964167559589,6.105316531158005,177126300
2022-01-28,6.329777240753174,6.37466901983281,6.060424853780088,6.105317060983541,202594900
2022-01-31,6.195100784301758,6.4195609545436785,6.195100784301758,6.3746687492457745,167689600
2022-02-01,6.464452743530273,6.464452743530273,6.239992572878197,6.2848847782581325,217970800
2022-02-02,6.329777240753174,6.4644530061159,6.239992826346267,6.4644530061159,144555200
2022-02-03,6.195100784301758,6.3746687492457745,6.150208579003854,6.32977697207167,91216700
